result;energy_by_token;index;is_timeout;file_id;speaker_name;speaker_party;speech_text;jaar;date;kamer;category;title;url;meta_url;vergadernummer;standardized_name;speech_text_en;final_label;found_fallacy;count;average_confidence;highest_confidence;lowest_confidence;mention_names;mention_types;mention_quotes;mention_categories;fallacy_quote;fallacy_explanation;fallacy_local_topic;fallacy_target;fallacy_explicitness;fallacy_confidence;speech_relation_type;speech_relation_justification;speech_relation_confidence;partial_output
"{'mentions': [{'name': 'Kamerlid', 'type': 'person', 'quote': 'niet zozeer om het blij maken van een Kamerlid', 'mention_category': 'neutral'}, {'name': 'staatssecretaris', 'type': 'person', 'quote': 'de staatssecretaris hier uitspreekt', 'mention_category': 'neutral'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The speech segment presents the speaker's own questions and policy concerns without directly addressing or responding to the previous speaker's statements."", 'confidence': 0.95}}";0;53;0;h-tk-20152016-53-13;De heer Van Helvert;CDA;"Het gaat mij vooral om het blij maken van de omwonenden en Schiphol en niet zozeer om het blij maken van een Kamerlid. Dank echter voor de intentie die de staatssecretaris hier uitspreekt.
Ik had ook nog een andere vraag, over het staand beleid over de staande masten. Ik begreep niet precies wat de staatssecretaris zei. Begrijp ik goed dat het al beleid is dat die masten daar niet meer langs mogen varen? Dat zou namelijk toch te belachelijk voor woorden zijn. Het is een heel cultureel verantwoorde route en er kunnen daardoor echt niet minder vliegtuigen landen. Je zou toch op zijn minst afspraken kunnen maken met dit soort culturele instellingen. Als dit zo is, heb ik de behoefte om voordat we gaan stemmen nog een amendement in te dienen om dit weer te schrappen.";2015-2016;10-2-2016;tk;handelingen;13 Normen- en handhavingstelsel Schiphol;https://zoek.officielebekendmakingen.nl/h-tk-20152016-53-13.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-53-13.xml;nr. 53, item 13;van van helvert;"For me it is mainly about making local residents and Schiphol happy and not so much about making a Member of Parliament happy. Thank you, however, for the intention expressed here by the State Secretary.
I also had another question, about the standing policy regarding the standing masts. I didn't understand exactly what the State Secretary said. Do I understand correctly that it is already policy that those masts are no longer allowed to sail past there? That would be too ridiculous for words. It is a very culturally responsible route and therefore fewer planes can land there. You could at least make agreements with these types of cultural institutions. If this is the case, I feel the need to table another amendment before we vote to delete this again.";0;0;0;0.0;0.0;0.0;Kamerlid|||staatssecretaris;person|||person;niet zozeer om het blij maken van een Kamerlid|||de staatssecretaris hier uitspreekt;neutral|||neutral;;;;;;;independent;The speech segment presents the speaker's own questions and policy concerns without directly addressing or responding to the previous speaker's statements.;0.95;
"{'mentions': [{'name': 'Tusk', 'type': 'person', 'quote': 'EU-voorzitter Tusk', 'mention_category': 'neutral'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The speech segment discusses motions and policy actions without directly referencing or responding to a previous speaker's statement."", 'confidence': 0.9}}";0;54;0;h-tk-20152016-5-3;Staatssecretaris Dijkhoff;VVD;Datgene waarvoor in de motie op stuk nr. 331 wordt gepleit, wordt al gedaan door EU-voorzitter Tusk. De andere moties betreffen iets wat nog niet in de kabinetsbrief stond, maar wat de regering wel voornemens is vanavond te doen. Daarom zijn die moties ondersteuning van beleid. Dat is één van de vele verschillen tussen deze drie moties, waarbij mij in de moties op de stukken nrs. 336 en 324 vooral de overeenkomsten troffen.;2015-2016;23-9-2015;tk;handelingen;3 Gemeenschappelijk asielbeleid;https://zoek.officielebekendmakingen.nl/h-tk-20152016-5-3.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-5-3.xml;nr. 5, item 3;dijkhoff;What is advocated for in the motion on document no. 331 is already being done by EU President Tusk. The other motions concern something that was not yet included in the cabinet letter, but which the government intends to do tonight. That is why these motions support policy. That is one of the many differences between these three motions, and I was particularly struck by the similarities in the motions on documents nos. 336 and 324.;0;0;0;0.0;0.0;0.0;Tusk;person;EU-voorzitter Tusk;neutral;;;;;;;independent;The speech segment discusses motions and policy actions without directly referencing or responding to a previous speaker's statement.;0.9;
"{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The speech segment does not explicitly reference or respond to the previous speaker's statement, instead presenting an independent contribution to the debate."", 'confidence': 0.9}}";0;55;0;h-tk-20152016-85-11;Mevrouw Straus;VVD;Geen steun voor een plenair debat, maar wel steun voor het betrekken hiervan bij het algemeen overleg. Ik ontvang ook graag een brief van de staatssecretaris met een reactie hierop.;2015-2016;19-5-2016;tk;handelingen;11 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-11.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-11.xml;nr. 85, item 11;straus;No support for a plenary debate, but support for including this in the general consultation. I would also like to receive a letter from the State Secretary with a response to this.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The speech segment does not explicitly reference or respond to the previous speaker's statement, instead presenting an independent contribution to the debate.;0.9;
"{'mentions': [{'name': 'Van Tongeren', 'type': 'person', 'quote': 'mevrouw Van Tongeren', 'mention_category': 'neutral'}, {'name': 'Van Weyenberg', 'type': 'person', 'quote': 'de heer Van Weyenberg', 'mention_category': 'disagreeing'}], 'found_fallacy': [{'quote': 'Ik zie ook de heer Van Weyenberg niet, maar die begint altijd vies te kijken als hij dat hoort.', 'explanation': ""Attacks the target's physical reaction rather than their argument about European resource policy."", 'confidence': 0.8, 'local_topic': 'Europees bronbeleid', 'target': 'Van Weyenberg', 'explicitness': 'explicit'}], 'summary': {'count': 1, 'average_confidence': 0.8, 'highest_confidence': 0.8, 'lowest_confidence': 0.8}, 'speech_relation': {'type': 'response', 'justification': 'Directly references previous speakers (Van Tongeren and Van Weyenberg) and addresses their arguments.', 'confidence': 0.95}}";0;56;0;h-tk-20152016-71-5;Staatssecretaris Wiebes;VVD;"Ik ga de beantwoording toch doen, met spijt dat mevrouw Van Tongeren hier niet is. Zij heeft immers een goede vraag gesteld: hoe moet het dan? Voor duurzaamheid zetten wij in op Europees bronbeleid. Ik zie ook de heer Van Weyenberg niet, maar die begint altijd vies te kijken als hij dat hoort. Wij zetten in op Europees bronbeleid, omdat dat werkt. Dankzij Europees bronbeleid zal de CO
In juni komt de Europese Commissie met een concreet voorstel. Dat is efficiënt milieubeleid. Dat zorgt ervoor dat ook met deze Autobrief auto's niet viezer worden. Nee, zeg ik in de richting van de heer Van Weyenberg, het is niet waar dat ze viezer worden. Overigens denk ik niet dat de heer Van Weyenberg vies of schoon bedoelt maar dat hij doelt op CO";2015-2016;30-3-2016;tk;handelingen;5 Uitwerking Autobrief II;https://zoek.officielebekendmakingen.nl/h-tk-20152016-71-5.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-71-5.xml;nr. 71, item 5;wiebes;"I'm going to answer it anyway, with regret that Mrs. Van Tongeren is not here. After all, she asked a good question: how should it be done? For sustainability, we focus on European source policy. I don't see Mr. Van Weyenberg either, but he always starts to look dirty when he hears that. We focus on European source policy, because it works. Thanks to European source policy, the CO
The European Commission will present a concrete proposal in June. That is efficient environmental policy. This ensures that cars do not become dirtier with this Autobrief. No, I say to Mr Van Weyenberg, it is not true that they are getting dirtier. By the way, I don't think that Mr Van Weyenberg means dirty or clean, but that he is referring to CO";0;1;1;0.8;0.8;0.8;Van Tongeren|||Van Weyenberg;person|||person;mevrouw Van Tongeren|||de heer Van Weyenberg;neutral|||disagreeing;Ik zie ook de heer Van Weyenberg niet, maar die begint altijd vies te kijken als hij dat hoort.;Attacks the target's physical reaction rather than their argument about European resource policy.;Europees bronbeleid;Van Weyenberg;explicit;0.8;response;Directly references previous speakers (Van Tongeren and Van Weyenberg) and addresses their arguments.;0.95;
"{'mentions': [{'name': 'de minister', 'type': 'person', 'quote': 'De minister schrijft: ik heb het WOB-dossier van de politie rechtstreek doorgezet naar de Kamer en dat had ik niet moeten doen', 'mention_category': 'disagreeing'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The speech segment presents a general analysis of the minister's actions without direct reference to a preceding statement or speaker."", 'confidence': 0.7}}";0;57;0;h-tk-20152016-44-6;De heer Recourt;PvdA;Toch denk ik dat dit wel de afweging is. De minister schrijft: ik heb het WOB-dossier van de politie rechtstreek doorgezet naar de Kamer en dat had ik niet moeten doen, want ik had een eigen afweging moeten maken. Ik ga ervan uit dat dit zo is. Ik moet dan afwegen hoe ernstig ik dat inschat.;2015-2016;20-1-2016;tk;handelingen;6 Onderzoek naar professor Maat;https://zoek.officielebekendmakingen.nl/h-tk-20152016-44-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-44-6.xml;nr. 44, item 6;recourt;Still, I think this is the trade-off. The minister writes: I forwarded the police WOB file directly to the House and I should not have done that, because I should have made my own decision. I assume this is so. I then have to consider how seriously I take that.;0;0;0;0.0;0.0;0.0;de minister;person;De minister schrijft: ik heb het WOB-dossier van de politie rechtstreek doorgezet naar de Kamer en dat had ik niet moeten doen;disagreeing;;;;;;;independent;The speech segment presents a general analysis of the minister's actions without direct reference to a preceding statement or speaker.;0.7;
{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': 'No prior speech content provided to establish a direct response relationship.', 'confidence': 0.0}};0;58;0;h-tk-20152016-105-15;Staatssecretaris Van Rijn;PvdA;Ik heb al gezegd dat ik daarnaar zal kijken. Ik zal me baseren op het oordeel van de inspectie daarover.;2015-2016;6-7-2016;tk;handelingen;15 Verpleeghuiszorg;https://zoek.officielebekendmakingen.nl/h-tk-20152016-105-15.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-105-15.xml;nr. 105, item 15;van van rijn;I already said I'll look into that. I will base myself on the inspection's assessment of this.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;No prior speech content provided to establish a direct response relationship.;0.0;
"{'mentions': [{'name': 'SGP', 'type': 'party', 'quote': 'de SGP', 'mention_category': 'neutral'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The speech segment presents a general analysis of the SGP's policy stance without direct reference to a preceding speaker's statement."", 'confidence': 0.8}}";0;59;0;h-tk-20152016-56-11;Mevrouw Yücel;PvdA;Op zich begrijp ik de opstelling van de SGP wel. Ik respecteer dat het gedachtegoed en de politiek van de SGP een bepaalde opvatting over het huwelijk met zich meebrengen: het is voor het leven, en misschien met religieuze normen daarbij. Daar wil ik niet in treden. Erkent de SGP echter wel dat het waardevol is om vechtscheidingen te voorkomen en dat dit basisstelsel waarschijnlijk in de praktijk discussies over wat van jou en wat van mij is, eerder weg kan nemen?;2015-2016;17-2-2016;tk;handelingen;11 Beperken wettelijke gemeenschap van goederen;https://zoek.officielebekendmakingen.nl/h-tk-20152016-56-11.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-56-11.xml;nr. 56, item 11;yücel;I do understand the position of the SGP. I respect that the ideas and politics of the SGP entail a certain view on marriage: it is for life, and perhaps with religious norms. I don't want to get into that. However, does the SGP recognize that it is valuable to prevent contested divorces and that this basic system can probably, in practice, eliminate discussions about what is yours and what is mine?;0;0;0;0.0;0.0;0.0;SGP;party;de SGP;neutral;;;;;;;independent;The speech segment presents a general analysis of the SGP's policy stance without direct reference to a preceding speaker's statement.;0.8;
"{'mentions': [{'name': 'Partij van de Arbeid', 'type': 'party', 'quote': 'van de Partij van de Arbeid', 'mention_category': 'neutral'}, {'name': 'SGP', 'type': 'party', 'quote': 'van de SGP', 'mention_category': 'neutral'}, {'name': 'ChristenUnie', 'type': 'party', 'quote': 'en de ChristenUnie', 'mention_category': 'neutral'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'response', 'justification': ""The speaker references prior parliamentary motions ('Kamermoties') and ongoing discussion, indicating engagement with previous debate topics."", 'confidence': 0.8}}";0;60;0;h-tk-20152016-28-26;Mevrouw Dik-Faber;CU;Over dit onderwerp zijn al verschillende Kamermoties aangenomen, volgens mij van de Partij van de Arbeid en een motie van de SGP en de ChristenUnie. Er is nu een brief gekomen, maar wij willen toch heel graag verder hierover spreken omdat er nog steeds onrust over is. Steun dus voor het verzoek.;2015-2016;24-11-2015;tk;handelingen;26 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20152016-28-26.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-28-26.xml;nr. 28, item 26;dik-faber;Several parliamentary motions have already been adopted on this subject, I believe from the Labor Party and a motion from the SGP and the Christian Union. A letter has now arrived, but we would really like to discuss this further because there is still unrest about it. So support the request.;0;0;0;0.0;0.0;0.0;Partij van de Arbeid|||SGP|||ChristenUnie;party|||party|||party;van de Partij van de Arbeid|||van de SGP|||en de ChristenUnie;neutral|||neutral|||neutral;;;;;;;response;The speaker references prior parliamentary motions ('Kamermoties') and ongoing discussion, indicating engagement with previous debate topics.;0.8;
"{'mentions': [{'name': 'Lea Bouwmeester', 'type': 'person', 'quote': 'samen met collega Lea Bouwmeester', 'mention_category': 'neutral'}, {'name': 'Dijsselbloem', 'type': 'person', 'quote': 'minister Dijsselbloem', 'mention_category': 'disagreeing'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'response', 'justification': ""The speech directly references Minister Dijsselbloem's previous interview and policy approach, indicating a reply to prior statements."", 'confidence': 0.8}}";0;61;0;h-tk-20152016-86-5;Mevrouw Oosenbrug;PvdA;"Ik heb, samen met collega Lea Bouwmeester, een mooi lobbyvoorstel voorgelegd aan de Kamer en volgens mij ontstaat daar meer animo voor.
Vorig jaar mei heeft minister Dijsselbloem een interview gegeven waarin hij dit aanpakte en waarin hij zei dat politici er zelf voor moeten zorgen dat zij de afkoelingsperiode in acht nemen, omdat die elke schijn van belangenverstrengeling uit de weg ruimt. Hoe kijkt de minister daartegen aan? Is het niet verstandiger als zij nu al zegt dat zij na deze periode niet direct aan de slag gaat bij iets waarbij zelfs ook maar een schijn van belangenverstrengeling kan ontstaan?";2015-2016;24-5-2016;tk;handelingen;5 Vragenuur: Vragen Van Tongeren;https://zoek.officielebekendmakingen.nl/h-tk-20152016-86-5.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-86-5.xml;nr. 86, item 5;oosenbrug;"Together with my colleague Lea Bouwmeester, I have submitted a nice lobbying proposal to the House and I think this will create more interest.
Last May, Minister Dijsselbloem gave an interview in which he addressed this and in which he said that politicians must ensure that they observe the cooling-off period, because it removes any appearance of a conflict of interest. How does the minister view this? Wouldn't it be wiser if she said now that after this period she will not immediately start working on anything that could create even the appearance of a conflict of interest?";0;0;0;0.0;0.0;0.0;Lea Bouwmeester|||Dijsselbloem;person|||person;samen met collega Lea Bouwmeester|||minister Dijsselbloem;neutral|||disagreeing;;;;;;;response;The speech directly references Minister Dijsselbloem's previous interview and policy approach, indicating a reply to prior statements.;0.8;
"{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The speech makes a general statement about parliamentary dynamics without directly addressing a previous speaker's remarks."", 'confidence': 0.95}}";0;62;0;h-tk-20152016-106-46;Minister Schultz van Haegen-Maas Geesteranus;VVD;Ik wil mij daar graag heel helder over uitspreken, maar wij weten allemaal dat de verhoudingen in de Kamer op dit dossier al jaren complex zijn. De regering wil graag prioriteit geven aan de totstandkoming van wetgeving waarmee de inzet van gewapende particuliere beveiligers mogelijk wordt en zij laat de motie daarmee dus ook aan het oordeel van de Kamer, wetende dat de verhoudingen in de Kamer divers liggen op dit vlak.;2015-2016;7-7-2016;tk;handelingen;46 Bescherming Nederlandse schepen tegen piraterij;https://zoek.officielebekendmakingen.nl/h-tk-20152016-106-46.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-106-46.xml;nr. 106, item 46;van schultz haegen-maas geesteranus;I would like to be very clear about this, but we all know that the relationships in the House on this dossier have been complex for years. The government would like to give priority to the creation of legislation that will enable the deployment of armed private security guards and will therefore leave the motion to the discretion of the House, knowing that the relationships in the House vary in this area.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The speech makes a general statement about parliamentary dynamics without directly addressing a previous speaker's remarks.;0.95;
{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': 'The speech focuses on procedural matters and budgetary principles without directly addressing prior statements or specific opponents.', 'confidence': 0.95}};0;63;0;h-tk-20152016-8-4;De heer Harbers;VVD;Ook mijn fractie heeft gevraagd naar die analyse. Daar is het bij de Algemene Beschouwingen over gegaan. Er zijn signalen afgegeven aan het kabinet. We moeten weten waarover wij het hebben, maar ik geef geen blanco cheque in de zin van: wij steunen ieder amendement. De dekking maakt namelijk ook nog wel wat uit. Wat dat betreft lopen de wensen enorm uiteen. We hebben gelukkig nog het hele najaar te gaan. We kunnen dan kijken of wij het eens kunnen worden in de Kamer. Ik heb echter ook liever dat alle begrotingen deugen en dat geen enkele begroting nog open vragen bevat.;2015-2016;30-9-2015;tk;handelingen;4 Algemene Financiële Beschouwingen;https://zoek.officielebekendmakingen.nl/h-tk-20152016-8-4.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-8-4.xml;nr. 8, item 4;harbers;My group has also asked about that analysis. That is what the General Considerations were about. Signals have been sent to the cabinet. We have to know what we are talking about, but I am not giving a blank check in the sense of: we support every amendment. The coverage also makes a difference. In that respect, wishes vary enormously. Fortunately, we still have the whole autumn to go. We can then see whether we can reach agreement in the House. However, I would also prefer that all budgets are sound and that no budgets contain any open questions.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The speech focuses on procedural matters and budgetary principles without directly addressing prior statements or specific opponents.;0.95;
{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': 'The speech does not directly reference or respond to a specific statement made by a previous speaker.', 'confidence': 0.0}};0;64;0;h-tk-20152016-75-30-n1;De heer Madlener;PVV;"Ik weet niet of Volkswagen zich niet aan de regels heeft gehouden. Het kan ook zo zijn dat de regels zo slecht in elkaar zitten en onhaalbaar zijn dat ze leiden tot dit gedrag. Dat is wat ik vermoed. Ik vermoed dat dit milieuregels zijn waarover politici kunnen zeggen ""kijk eens hoe streng wij zijn met onze uitstoot"", terwijl de praktijk ondertussen totaal niet klopt met de werkelijkheid. Zo bedoel ik het. Het is milieubeleid dat in de praktijk totaal verkeerd uitpakt.";2015-2016;12-4-2016;tk;handelingen;30 Uitstoot van dieselauto's;https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-30-n1.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-30-n1.xml;nr. 75, item 30;madlener;"I don't know if Volkswagen didn't adhere to the rules. It may also be the case that the rules are so poorly constructed and unattainable that they lead to this behavior. That's what I suspect. I suspect that these are environmental regulations about which politicians can say ""look how strict we are with our emissions"", while in the meantime the practice is completely at odds with reality. That's what I mean. It is an environmental policy that turns out completely wrong in practice.";0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The speech does not directly reference or respond to a specific statement made by a previous speaker.;0.0;
"{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'response', 'justification': ""The speech references the speaker's own prior action ('mijn keuze om gisteren die vragen...') indicating continuation of a previous discussion."", 'confidence': 0.8}}";0;65;0;h-tk-20152016-27-8;De heer Ten Broeke;VVD;Het heeft iets te maken met mijn keuze om gisteren die vragen in eerste termijn te stellen. Ik heb er volgens mij recht op om daarop antwoord te krijgen. Als dat niet schriftelijk gebeurt, moet ik het per interruptie doen. En dat is wat er op dit moment gebeurt.;2015-2016;19-11-2015;tk;handelingen;8 Begroting Buitenlandse Zaken;https://zoek.officielebekendmakingen.nl/h-tk-20152016-27-8.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-27-8.xml;nr. 27, item 8;ten broeke;It has something to do with my choice to ask those questions in the first term yesterday. I think I have a right to get an answer to that. If this is not done in writing, I must do it by interruption. And that's what's happening right now.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;response;The speech references the speaker's own prior action ('mijn keuze om gisteren die vragen...') indicating continuation of a previous discussion.;0.8;
"{'mentions': [{'name': 'Schippers', 'type': 'person', 'quote': 'minister Schippers zag overal complotten', 'mention_category': 'disagreeing'}, {'name': 'VVD', 'type': 'party', 'quote': 'gerund als een VVD-partijkantoor', 'mention_category': 'disagreeing'}, {'name': 'minister-president', 'type': 'person', 'quote': 'onder de ogen van de minister-president', 'mention_category': 'disagreeing'}, {'name': 'CDA', 'type': 'party', 'quote': 'het CDA deze motie van afkeuring', 'mention_category': 'agreeing'}], 'found_fallacy': [{'quote': 'Het ministerie van Veiligheid en Justitie ... gerund als een VVD-partijkantoor', 'explanation': ""Directly attacks VVD's integrity by equating their ministry to a party office"", 'confidence': 0.9, 'local_topic': 'Ministry of Safety and Justice', 'target': 'VVD', 'explicitness': 'explicit'}, {'quote': 'minister Schippers zag overal complotten', 'explanation': ""Implies minister's paranoia rather than addressing policy issues"", 'confidence': 0.8, 'local_topic': 'Ministry operations', 'target': 'minister Schippers', 'explicitness': 'explicit'}, {'quote': 'Hij leidde deze VVD-campagne ... terwijl hij de rechtsstaat had moeten verdedigen', 'explanation': 'Accuses the prime minister of prioritizing party campaigns over constitutional duties', 'confidence': 0.7, 'local_topic': 'Ministry conduct', 'target': 'minister-president', 'explicitness': 'explicit'}], 'summary': {'count': 3, 'average_confidence': 0.8, 'highest_confidence': 0.9, 'lowest_confidence': 0.7}, 'speech_relation': {'type': 'response', 'justification': 'Directly references previous discussion about committee report and ministerial conduct', 'confidence': 0.95}}";0;66;0;h-tk-20152016-38-12;De heer Van Haersma Buma;CDA;Mevrouw de voorzitter. Wij hebben vandaag intensief gesproken naar aanleiding van het rapport van de commissie-Oosting. Aan het eind van deze lange dag overheerst een ontluisterend beeld. Het ministerie van Veiligheid en Justitie zou de hoeder van de rechtsstaat moeten zijn. Vanuit dat oogpunt moet dat departement worden geleid, maar in werkelijkheid is het gerund als een VVD-partijkantoor. Het moest vooral chocoladeletters in de kranten opleveren. Alles wat dat beeld in de weg stond, moest wijken. Ambtenaren kregen de zwartepiet, minister Schippers zag overal complotten en persberichten werden zelfs door Tweede Kamerleden herschreven. Dat gebeurde allemaal onder de ogen van de minister-president. Hij stond erbij, keek ernaar en liet het gebeuren. Hij leidde deze VVD-campagne, terwijl hij de rechtsstaat had moeten verdedigen. Vandaag moet de Kamer een grens trekken. Zo willen wij niet dat dit land wordt geregeerd en zo gaan wij niet met de rechtsstaat om. Die grens trekt de motie van de heer Segers. Daarom steunt het CDA deze motie van afkeuring.;2015-2016;16-12-2015;tk;handelingen;12 Rapport van de commissie-Oosting;https://zoek.officielebekendmakingen.nl/h-tk-20152016-38-12.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-38-12.xml;nr. 38, item 12;van van haersma buma;Madam President. We had intensive discussions today following the report of the Oosting committee. At the end of this long day, a disturbing image prevails. The Ministry of Security and Justice should be the guardian of the rule of law. From that point of view, that department should be run, but in reality it is run like a VVD party office. It was mainly intended to produce chocolate letters in the newspapers. Everything that stood in the way of that image had to go. Civil servants were blamed, Minister Schippers saw conspiracies everywhere and press releases were even rewritten by Members of Parliament. This all happened under the eyes of the Prime Minister. He stood there, watched it and let it happen. He led this VVD campaign, while he should have defended the rule of law. Today the House must draw a line. This is not how we want this country to be governed and this is not how we deal with the rule of law. Mr Segers' motion draws that line. That is why the CDA supports this motion of censure.;1;1;3;0.8;0.9;0.7;Schippers|||VVD|||minister-president|||CDA;person|||party|||person|||party;minister Schippers zag overal complotten|||gerund als een VVD-partijkantoor|||onder de ogen van de minister-president|||het CDA deze motie van afkeuring;disagreeing|||disagreeing|||disagreeing|||agreeing;Het ministerie van Veiligheid en Justitie ... gerund als een VVD-partijkantoor|||minister Schippers zag overal complotten|||Hij leidde deze VVD-campagne ... terwijl hij de rechtsstaat had moeten verdedigen;Directly attacks VVD's integrity by equating their ministry to a party office|||Implies minister's paranoia rather than addressing policy issues|||Accuses the prime minister of prioritizing party campaigns over constitutional duties;Ministry of Safety and Justice|||Ministry operations|||Ministry conduct;VVD|||minister Schippers|||minister-president;explicit|||explicit|||explicit;0.9|||0.8|||0.7;response;Directly references previous discussion about committee report and ministerial conduct;0.95;
{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': 'The speech segment presents a general policy suggestion without direct reference to previous statements or speakers.', 'confidence': 0.5}};0;67;0;h-tk-20152016-65-10;De heer Wassenberg;PvdD;Je zou eraan kunnen denken om de nutsbanken en de banken met wat risicovollere commerciële activiteiten uit elkaar te halen. Dat soort functies zouden niet thuishoren binnen één bank. Je zou eraan kunnen denken om dat van elkaar te onderscheiden.;2015-2016;16-3-2016;tk;handelingen;10 Burgerinitiatief Ons Geld;https://zoek.officielebekendmakingen.nl/h-tk-20152016-65-10.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-65-10.xml;nr. 65, item 10;wassenberg;You could consider splitting up the utility banks and the banks with riskier commercial activities. Those kinds of functions should not belong within one bank. You might think about distinguishing that.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The speech segment presents a general policy suggestion without direct reference to previous statements or speakers.;0.5;
