file_id;speaker_name;speaker_party;speech_text;jaar;date;kamer;category;title;url;meta_url;vergadernummer;standardized_name;speech_text_en;final_label
h-tk-20152016-14-2;De heer Slob;CU;Ja, testosteron, zeker. We weten echter ook dat het mensen zijn die soms reëel gevaar hebben gelopen. Mensen die bijvoorbeeld vanwege hun geloof vervolgd werden en hun land hebben verlaten. Het is dus echt belangrijk om van de heer Wilders te horen: wanneer wel? Is er wel ruimte voor om mensen op te vangen als ze in een dergelijke situatie terecht zijn gekomen en met gevaar voor eigen leven hun land hebben moeten verlaten?;2015-2016;14-10-2015;tk;handelingen;2 Europese top van 15-16 oktober 2015;https://zoek.officielebekendmakingen.nl/h-tk-20152016-14-2.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-14-2.xml;nr. 14, item 2;slob;Yes, testosterone, for sure. However, we also know that these are people who have sometimes been in real danger. For example, people who were persecuted because of their faith and left their country. So it is really important to hear from Mr Wilders: when? Is there room to accommodate people if they find themselves in such a situation and have had to leave their country at the risk of their own lives?;0
h-tk-20152016-2-7;De heer Van Haersma Buma;CDA;"Als u zegt ""het geld is er niet"" en ""het kan niet"", dan moet u niet zelf een andere invulling voor de 5 miljard zoeken. Dat is een rare redenering. Of u zegt ""5 miljard op een andere manier, dan ja"" of u vindt het onverantwoord en dan moet u gewoon zeggen: eigenlijk hadden we vorig jaar al wel gelijk met die belastingverhoging; die hoeft niet zo veel meer naar beneden.";2015-2016;16-9-2015;tk;handelingen;7 Algemene Politieke Beschouwingen;https://zoek.officielebekendmakingen.nl/h-tk-20152016-2-7.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-2-7.xml;nr. 2, item 7;van van haersma buma;"If you say ""the money is not there"" and ""it is not possible"", then you should not look for another use for the 5 billion yourself. That's strange reasoning. Either you say ""5 billion in a different way, then yes"" or you find it irresponsible and then you should just say: we were actually right with that tax increase last year; it doesn't have to go down that much anymore.";0
h-tk-20152016-12-6;De heer Madlener;PVV;De vergelijking met de kamer waarin er één stoel te weinig is, snap ik. Maar wat doet de SP? Zij zet de deur open en zegt: kom maar allemaal deze kamer in en zoek maar een stoel die er niet is. De SP wil ook de grenzen openhouden voor al die vluchtelingen terwijl zij weet dat er helemaal niet genoeg woningen zijn en dat Nederlanders die soms wel acht jaar op de wachtlijst staan, daardoor niet aan een woning kunnen komen. Ik vind dat echt onbegrijpelijk. Dat is nog afgezien van alle leefbaarheidsproblemen in de wijken die al die immigratie met zich brengt. De SP laat haar kiezers in de steek.;2015-2016;8-10-2015;tk;handelingen;6 Begroting Wonen en Rijksdienst;https://zoek.officielebekendmakingen.nl/h-tk-20152016-12-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-12-6.xml;nr. 12, item 6;madlener;I understand the comparison with the room in which there is one chair too few. But what does the SP do? She opens the door and says: everyone come into this room and find a chair that isn't there. The SP also wants to keep the borders open for all those refugees, while it knows that there are not enough homes and that Dutch people, who are sometimes on the waiting list for up to eight years, are therefore unable to find a home. I find that really incomprehensible. That's not to mention all the quality of life problems in the neighborhoods that all that immigration entails. The SP is letting its voters down.;0
h-tk-20152016-87-7;Mevrouw Volp;PvdA;Ik kom echt nog met genoeg munitie.;2015-2016;25-5-2016;tk;handelingen;7 Strafbaarstelling misbruik prostitué(e)s;https://zoek.officielebekendmakingen.nl/h-tk-20152016-87-7.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-87-7.xml;nr. 87, item 7;volp;I definitely still have enough ammunition.;0
h-tk-20152016-91-12;Minister Plasterk;PvdA;Dat lijkt me een alleszins redelijke vraag, dus dat kan ik toezeggen. Strikt genomen is dit een vraag aan mijn collega van V en J, maar namens het kabinet kan ik dat toezeggen. Ik heb tegelijk met mijn reactie op de interventies van mevrouw Van Toorenburg het amendement nader besproken, dus daarmee heb ik alle vragen beantwoord.;2015-2016;2-6-2016;tk;handelingen;12 Paspoortwet;https://zoek.officielebekendmakingen.nl/h-tk-20152016-91-12.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-91-12.xml;nr. 91, item 12;plasterk;That seems like a completely reasonable question to me, so I can promise that. Strictly speaking, this is a question for my colleague from V and J, but on behalf of the cabinet I can promise that. I discussed the amendment in more detail at the same time as my response to Mrs Van Toorenburg's interventions, so I have answered all questions.;0
h-tk-20152016-89-30;Mevrouw Van Tongeren;GroenLinks;Het betoog van de staatssecretaris was helder: hiermee worden de luchtvaartmaatschappijen zes jaar lang ontzien. Ik begreep impliciet ook dat zij niet meegaat in mijn redenering dat de belastingbetaler daarmee eigenlijk niet ontzien wordt, want de staatssecretaris vindt dat het in balans is. Als de staatssecretaris dat niet in een van de andere blokjes gaat uitwerken, kan zij misschien nu antwoord geven op mijn vraag. De luchtvaartmaatschappijen hebben een onderhandelingspositie en kunnen besluiten om naar deze luchthaven of een andere te gaan. Schiphol heeft er belang bij dat er goede luchtvaartmaatschappijen op zijn luchthaven komen. De overheid grijpt nu in, waardoor er minder rendement uit Schiphol komt. Dat betekent minder inkomsten in de staatskas. Waarom vindt de staatssecretaris het gerechtvaardigd dat die kosten voor de belastingbetaler zijn?;2015-2016;31-5-2016;tk;handelingen;30 Exploitatie luchthaven Schiphol;https://zoek.officielebekendmakingen.nl/h-tk-20152016-89-30.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-89-30.xml;nr. 89, item 30;van van tongeren;The State Secretary's argument was clear: this means that the airlines will be spared for six years. I also implicitly understood that she does not agree with my reasoning that this does not actually spare the taxpayer, because the State Secretary believes that it is in balance. If the State Secretary is not going to work this out in one of the other blocks, she may be able to answer my question now. The airlines have a negotiating position and can decide to go to this airport or another. Schiphol has an interest in good airlines visiting its airport. The government is now intervening, resulting in less return from Schiphol. That means less income in the state treasury. Why does the State Secretary consider it justified that these costs should be borne by the taxpayer?;0
h-tk-20152016-80-4;Mevrouw Van Ark;VVD;Ik sla aan op de zaken die de initiatiefnemer zelf aangeeft en die ook door de Raad van State en partijen in het veld worden aangegeven. Zij zeggen: het probleem is er, dat delen wij, maar wij zien niet in dat we het probleem oplossen met de instrumenten die vandaag voorliggen in de Kamer. Ik heb die vragen ook gesteld en ik probeer suggesties te doen. Ik reik zaken aan die naast wetgeving zouden kunnen werken. Je kunt heel veel zaken met wetgeving regelen, maar de samenleving heeft ook de taak om de schouders eronder te zetten.;2015-2016;21-4-2016;tk;handelingen;4 Initiatiefwetsvoorstel-Yücel gelijke beloning;https://zoek.officielebekendmakingen.nl/h-tk-20152016-80-4.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-80-4.xml;nr. 80, item 4;van van ark;I refer to the matters that the initiator himself indicates and that are also indicated by the Council of State and parties in the field. They say: the problem is there, we share that, but we do not see that we can solve the problem with the instruments that are before the House today. I've asked those questions too and I'm trying to make suggestions. I suggest issues that could work alongside legislation. You can regulate many things with legislation, but society also has the task of putting its shoulders to the wheel.;0
h-tk-20152016-31-24;De heer Grashoff;GroenLinks;Nu verlenen wij geen steun voor het verzoek. Na de beantwoording van de vragen beoordelen wij dit verzoek opnieuw.;2015-2016;1-12-2015;tk;handelingen;24 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20152016-31-24.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-31-24.xml;nr. 31, item 24;grashoff;We currently do not support the request. After answering the questions, we will reassess this request.;0
h-tk-20152016-32-14;Mevrouw Karabulut;SP;Is dat onderdeel van de 100 miljoen of is het een ander potje?;2015-2016;2-12-2015;tk;handelingen;14 Begroting Sociale Zaken en Werkgelegenheid;https://zoek.officielebekendmakingen.nl/h-tk-20152016-32-14.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-32-14.xml;nr. 32, item 14;karabulut;Is that part of the 100 million or is it a different pot?;0
h-tk-20152016-22-17;De heer Van Weyenberg;D66;"Gezondheid nog, voorzitter. Dat was een bijzonder moment, waarop de PVV de SP opriep om toch vooral destructief te blijven. Zo leer je nog eens iets op zo'n avond.
Voorzitter. Ons belastingstelsel uit 2001 is aan een flinke vernieuwing en grote verbouwing toe. Het is ingewikkeld, het barst van de aftrekposten en vrijstellingen en — dat is het allerslechtst — het remt de werkgelegenheid. De sluipmoordenaar, zo noemde de staatssecretaris de beruchte wig tussen wat een werkgever moet betalen aan loonkosten en wat iemand aan nettoloon overhoudt, wat heel weinig is. Door de hoge belasting op arbeid is het in dienst nemen van werknemers duur voor werkgevers en houdt een werknemer van zijn of haar werk weinig over. Dat motiveert natuurlijk niet genoeg om de stap naar werk te zetten of om bijvoorbeeld een dag extra te gaan werken. Het uitgangspunt van D66 voor deze belastinghervorming is dat het meer moet gaan lonen om te werken en mensen in dienst te nemen. Ook is D66 voor vergroening. Ondanks het herstel van de economie blijft de werkloosheid hoog. Er staan nog steeds 600.000 mensen onvrijwillig aan de kant. De inmiddels beroemde 5 miljard euro had de smeerolie moeten zijn voor een belastingherziening die per saldo de lasten op arbeid veel forser zou weten te verlagen. Dit was een kans om met kracht de aanval te openen op de werkloosheid, maar ik kan slechts concluderen dat die draaideurcrimineel nu misschien wat wordt afgeremd, maar nog steeds zijn vernietigende werk op de arbeidsmarkt kan doen. Het kabinet heeft de kans op een ambitieuze belastingherziening laten lopen. Dat zegt niet alleen D66, maar dat zeggen ook de Raad van State, de Rekenkamer, het Centraal Planbureau en sinds vandaag ook het IMF. Het IMF heeft zich vandaag namelijk aangesloten bij de grote groep landen die zegt dat Nederland die belastingen fors moet hervormen.";2015-2016;10-11-2015;tk;handelingen;17 Pakket Belastingplan 2016;https://zoek.officielebekendmakingen.nl/h-tk-20152016-22-17.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-22-17.xml;nr. 22, item 17;van van weyenberg;"Good health, Chairman. That was a special moment, when the PVV called on the SP to remain destructive. This way you learn something on an evening like this.
Chair. Our tax system from 2001 is in need of a major overhaul and major renovation. It's complicated, it's chock-full of deductions and exemptions and, worst of all, it slows down employment. The silent killer, as the State Secretary called the infamous wedge between what an employer has to pay in wage costs and what someone keeps in net salary, which is very little. Due to the high tax on labor, hiring employees is expensive for employers and an employee has little left over from his or her work. Of course, that is not enough motivation to take the step to work or, for example, to work an extra day. D66's starting point for this tax reform is that it should pay more to work and employ people. D66 is also in favor of greening. Despite the economic recovery, unemployment remains high. There are still 600,000 people involuntarily sidelined. The now famous 5 billion euros should have been the lubricant for a tax reform that, on balance, would reduce labor costs much more significantly. This was an opportunity to launch a forceful attack on unemployment, but I can only conclude that this revolving door criminal may now be slowed down a bit, but can still do its destructive work on the labor market. The government has missed the opportunity for an ambitious tax reform. Not only D66 says this, but also the Council of State, the Court of Audit, the Central Planning Bureau and since today also the IMF. Today the IMF has joined the large group of countries that say that the Netherlands must significantly reform those taxes.";0
h-tk-20152016-53-13;De heer Van Helvert;CDA;"Het gaat mij vooral om het blij maken van de omwonenden en Schiphol en niet zozeer om het blij maken van een Kamerlid. Dank echter voor de intentie die de staatssecretaris hier uitspreekt.
Ik had ook nog een andere vraag, over het staand beleid over de staande masten. Ik begreep niet precies wat de staatssecretaris zei. Begrijp ik goed dat het al beleid is dat die masten daar niet meer langs mogen varen? Dat zou namelijk toch te belachelijk voor woorden zijn. Het is een heel cultureel verantwoorde route en er kunnen daardoor echt niet minder vliegtuigen landen. Je zou toch op zijn minst afspraken kunnen maken met dit soort culturele instellingen. Als dit zo is, heb ik de behoefte om voordat we gaan stemmen nog een amendement in te dienen om dit weer te schrappen.";2015-2016;10-2-2016;tk;handelingen;13 Normen- en handhavingstelsel Schiphol;https://zoek.officielebekendmakingen.nl/h-tk-20152016-53-13.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-53-13.xml;nr. 53, item 13;van van helvert;"For me it is mainly about making local residents and Schiphol happy and not so much about making a Member of Parliament happy. Thank you, however, for the intention expressed here by the State Secretary.
I also had another question, about the standing policy regarding the standing masts. I didn't understand exactly what the State Secretary said. Do I understand correctly that it is already policy that those masts are no longer allowed to sail past there? That would be too ridiculous for words. It is a very culturally responsible route and therefore fewer planes can land there. You could at least make agreements with these types of cultural institutions. If this is the case, I feel the need to table another amendment before we vote to delete this again.";0
h-tk-20152016-5-3;Staatssecretaris Dijkhoff;VVD;Datgene waarvoor in de motie op stuk nr. 331 wordt gepleit, wordt al gedaan door EU-voorzitter Tusk. De andere moties betreffen iets wat nog niet in de kabinetsbrief stond, maar wat de regering wel voornemens is vanavond te doen. Daarom zijn die moties ondersteuning van beleid. Dat is één van de vele verschillen tussen deze drie moties, waarbij mij in de moties op de stukken nrs. 336 en 324 vooral de overeenkomsten troffen.;2015-2016;23-9-2015;tk;handelingen;3 Gemeenschappelijk asielbeleid;https://zoek.officielebekendmakingen.nl/h-tk-20152016-5-3.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-5-3.xml;nr. 5, item 3;dijkhoff;What is advocated for in the motion on document no. 331 is already being done by EU President Tusk. The other motions concern something that was not yet included in the cabinet letter, but which the government intends to do tonight. That is why these motions support policy. That is one of the many differences between these three motions, and I was particularly struck by the similarities in the motions on documents nos. 336 and 324.;0
h-tk-20152016-85-11;Mevrouw Straus;VVD;Geen steun voor een plenair debat, maar wel steun voor het betrekken hiervan bij het algemeen overleg. Ik ontvang ook graag een brief van de staatssecretaris met een reactie hierop.;2015-2016;19-5-2016;tk;handelingen;11 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-11.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-11.xml;nr. 85, item 11;straus;No support for a plenary debate, but support for including this in the general consultation. I would also like to receive a letter from the State Secretary with a response to this.;0
h-tk-20152016-71-5;Staatssecretaris Wiebes;VVD;"Ik ga de beantwoording toch doen, met spijt dat mevrouw Van Tongeren hier niet is. Zij heeft immers een goede vraag gesteld: hoe moet het dan? Voor duurzaamheid zetten wij in op Europees bronbeleid. Ik zie ook de heer Van Weyenberg niet, maar die begint altijd vies te kijken als hij dat hoort. Wij zetten in op Europees bronbeleid, omdat dat werkt. Dankzij Europees bronbeleid zal de CO
In juni komt de Europese Commissie met een concreet voorstel. Dat is efficiënt milieubeleid. Dat zorgt ervoor dat ook met deze Autobrief auto's niet viezer worden. Nee, zeg ik in de richting van de heer Van Weyenberg, het is niet waar dat ze viezer worden. Overigens denk ik niet dat de heer Van Weyenberg vies of schoon bedoelt maar dat hij doelt op CO";2015-2016;30-3-2016;tk;handelingen;5 Uitwerking Autobrief II;https://zoek.officielebekendmakingen.nl/h-tk-20152016-71-5.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-71-5.xml;nr. 71, item 5;wiebes;"I'm going to answer it anyway, with regret that Mrs. Van Tongeren is not here. After all, she asked a good question: how should it be done? For sustainability, we focus on European source policy. I don't see Mr. Van Weyenberg either, but he always starts to look dirty when he hears that. We focus on European source policy, because it works. Thanks to European source policy, the CO
The European Commission will present a concrete proposal in June. That is efficient environmental policy. This ensures that cars do not become dirtier with this Autobrief. No, I say to Mr Van Weyenberg, it is not true that they are getting dirtier. By the way, I don't think that Mr Van Weyenberg means dirty or clean, but that he is referring to CO";0
h-tk-20152016-44-6;De heer Recourt;PvdA;Toch denk ik dat dit wel de afweging is. De minister schrijft: ik heb het WOB-dossier van de politie rechtstreek doorgezet naar de Kamer en dat had ik niet moeten doen, want ik had een eigen afweging moeten maken. Ik ga ervan uit dat dit zo is. Ik moet dan afwegen hoe ernstig ik dat inschat.;2015-2016;20-1-2016;tk;handelingen;6 Onderzoek naar professor Maat;https://zoek.officielebekendmakingen.nl/h-tk-20152016-44-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-44-6.xml;nr. 44, item 6;recourt;Still, I think this is the trade-off. The minister writes: I forwarded the police WOB file directly to the House and I should not have done that, because I should have made my own decision. I assume this is so. I then have to consider how seriously I take that.;0
h-tk-20152016-105-15;Staatssecretaris Van Rijn;PvdA;Ik heb al gezegd dat ik daarnaar zal kijken. Ik zal me baseren op het oordeel van de inspectie daarover.;2015-2016;6-7-2016;tk;handelingen;15 Verpleeghuiszorg;https://zoek.officielebekendmakingen.nl/h-tk-20152016-105-15.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-105-15.xml;nr. 105, item 15;van van rijn;I already said I'll look into that. I will base myself on the inspection's assessment of this.;0
h-tk-20152016-56-11;Mevrouw Yücel;PvdA;Op zich begrijp ik de opstelling van de SGP wel. Ik respecteer dat het gedachtegoed en de politiek van de SGP een bepaalde opvatting over het huwelijk met zich meebrengen: het is voor het leven, en misschien met religieuze normen daarbij. Daar wil ik niet in treden. Erkent de SGP echter wel dat het waardevol is om vechtscheidingen te voorkomen en dat dit basisstelsel waarschijnlijk in de praktijk discussies over wat van jou en wat van mij is, eerder weg kan nemen?;2015-2016;17-2-2016;tk;handelingen;11 Beperken wettelijke gemeenschap van goederen;https://zoek.officielebekendmakingen.nl/h-tk-20152016-56-11.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-56-11.xml;nr. 56, item 11;yücel;I do understand the position of the SGP. I respect that the ideas and politics of the SGP entail a certain view on marriage: it is for life, and perhaps with religious norms. I don't want to get into that. However, does the SGP recognize that it is valuable to prevent contested divorces and that this basic system can probably, in practice, eliminate discussions about what is yours and what is mine?;0
h-tk-20152016-28-26;Mevrouw Dik-Faber;CU;Over dit onderwerp zijn al verschillende Kamermoties aangenomen, volgens mij van de Partij van de Arbeid en een motie van de SGP en de ChristenUnie. Er is nu een brief gekomen, maar wij willen toch heel graag verder hierover spreken omdat er nog steeds onrust over is. Steun dus voor het verzoek.;2015-2016;24-11-2015;tk;handelingen;26 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20152016-28-26.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-28-26.xml;nr. 28, item 26;dik-faber;Several parliamentary motions have already been adopted on this subject, I believe from the Labor Party and a motion from the SGP and the Christian Union. A letter has now arrived, but we would really like to discuss this further because there is still unrest about it. So support the request.;0
h-tk-20152016-86-5;Mevrouw Oosenbrug;PvdA;"Ik heb, samen met collega Lea Bouwmeester, een mooi lobbyvoorstel voorgelegd aan de Kamer en volgens mij ontstaat daar meer animo voor.
Vorig jaar mei heeft minister Dijsselbloem een interview gegeven waarin hij dit aanpakte en waarin hij zei dat politici er zelf voor moeten zorgen dat zij de afkoelingsperiode in acht nemen, omdat die elke schijn van belangenverstrengeling uit de weg ruimt. Hoe kijkt de minister daartegen aan? Is het niet verstandiger als zij nu al zegt dat zij na deze periode niet direct aan de slag gaat bij iets waarbij zelfs ook maar een schijn van belangenverstrengeling kan ontstaan?";2015-2016;24-5-2016;tk;handelingen;5 Vragenuur: Vragen Van Tongeren;https://zoek.officielebekendmakingen.nl/h-tk-20152016-86-5.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-86-5.xml;nr. 86, item 5;oosenbrug;"Together with my colleague Lea Bouwmeester, I have submitted a nice lobbying proposal to the House and I think this will create more interest.
Last May, Minister Dijsselbloem gave an interview in which he addressed this and in which he said that politicians must ensure that they observe the cooling-off period, because it removes any appearance of a conflict of interest. How does the minister view this? Wouldn't it be wiser if she said now that after this period she will not immediately start working on anything that could create even the appearance of a conflict of interest?";0
h-tk-20152016-106-46;Minister Schultz van Haegen-Maas Geesteranus;VVD;Ik wil mij daar graag heel helder over uitspreken, maar wij weten allemaal dat de verhoudingen in de Kamer op dit dossier al jaren complex zijn. De regering wil graag prioriteit geven aan de totstandkoming van wetgeving waarmee de inzet van gewapende particuliere beveiligers mogelijk wordt en zij laat de motie daarmee dus ook aan het oordeel van de Kamer, wetende dat de verhoudingen in de Kamer divers liggen op dit vlak.;2015-2016;7-7-2016;tk;handelingen;46 Bescherming Nederlandse schepen tegen piraterij;https://zoek.officielebekendmakingen.nl/h-tk-20152016-106-46.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-106-46.xml;nr. 106, item 46;van schultz haegen-maas geesteranus;I would like to be very clear about this, but we all know that the relationships in the House on this dossier have been complex for years. The government would like to give priority to the creation of legislation that will enable the deployment of armed private security guards and will therefore leave the motion to the discretion of the House, knowing that the relationships in the House vary in this area.;0
h-tk-20152016-8-4;De heer Harbers;VVD;Ook mijn fractie heeft gevraagd naar die analyse. Daar is het bij de Algemene Beschouwingen over gegaan. Er zijn signalen afgegeven aan het kabinet. We moeten weten waarover wij het hebben, maar ik geef geen blanco cheque in de zin van: wij steunen ieder amendement. De dekking maakt namelijk ook nog wel wat uit. Wat dat betreft lopen de wensen enorm uiteen. We hebben gelukkig nog het hele najaar te gaan. We kunnen dan kijken of wij het eens kunnen worden in de Kamer. Ik heb echter ook liever dat alle begrotingen deugen en dat geen enkele begroting nog open vragen bevat.;2015-2016;30-9-2015;tk;handelingen;4 Algemene Financiële Beschouwingen;https://zoek.officielebekendmakingen.nl/h-tk-20152016-8-4.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-8-4.xml;nr. 8, item 4;harbers;My group has also asked about that analysis. That is what the General Considerations were about. Signals have been sent to the cabinet. We have to know what we are talking about, but I am not giving a blank check in the sense of: we support every amendment. The coverage also makes a difference. In that respect, wishes vary enormously. Fortunately, we still have the whole autumn to go. We can then see whether we can reach agreement in the House. However, I would also prefer that all budgets are sound and that no budgets contain any open questions.;0
h-tk-20152016-75-30-n1;De heer Madlener;PVV;"Ik weet niet of Volkswagen zich niet aan de regels heeft gehouden. Het kan ook zo zijn dat de regels zo slecht in elkaar zitten en onhaalbaar zijn dat ze leiden tot dit gedrag. Dat is wat ik vermoed. Ik vermoed dat dit milieuregels zijn waarover politici kunnen zeggen ""kijk eens hoe streng wij zijn met onze uitstoot"", terwijl de praktijk ondertussen totaal niet klopt met de werkelijkheid. Zo bedoel ik het. Het is milieubeleid dat in de praktijk totaal verkeerd uitpakt.";2015-2016;12-4-2016;tk;handelingen;30 Uitstoot van dieselauto's;https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-30-n1.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-30-n1.xml;nr. 75, item 30;madlener;"I don't know if Volkswagen didn't adhere to the rules. It may also be the case that the rules are so poorly constructed and unattainable that they lead to this behavior. That's what I suspect. I suspect that these are environmental regulations about which politicians can say ""look how strict we are with our emissions"", while in the meantime the practice is completely at odds with reality. That's what I mean. It is an environmental policy that turns out completely wrong in practice.";0
h-tk-20152016-27-8;De heer Ten Broeke;VVD;Het heeft iets te maken met mijn keuze om gisteren die vragen in eerste termijn te stellen. Ik heb er volgens mij recht op om daarop antwoord te krijgen. Als dat niet schriftelijk gebeurt, moet ik het per interruptie doen. En dat is wat er op dit moment gebeurt.;2015-2016;19-11-2015;tk;handelingen;8 Begroting Buitenlandse Zaken;https://zoek.officielebekendmakingen.nl/h-tk-20152016-27-8.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-27-8.xml;nr. 27, item 8;ten broeke;It has something to do with my choice to ask those questions in the first term yesterday. I think I have a right to get an answer to that. If this is not done in writing, I must do it by interruption. And that's what's happening right now.;0
h-tk-20152016-38-12;De heer Van Haersma Buma;CDA;Mevrouw de voorzitter. Wij hebben vandaag intensief gesproken naar aanleiding van het rapport van de commissie-Oosting. Aan het eind van deze lange dag overheerst een ontluisterend beeld. Het ministerie van Veiligheid en Justitie zou de hoeder van de rechtsstaat moeten zijn. Vanuit dat oogpunt moet dat departement worden geleid, maar in werkelijkheid is het gerund als een VVD-partijkantoor. Het moest vooral chocoladeletters in de kranten opleveren. Alles wat dat beeld in de weg stond, moest wijken. Ambtenaren kregen de zwartepiet, minister Schippers zag overal complotten en persberichten werden zelfs door Tweede Kamerleden herschreven. Dat gebeurde allemaal onder de ogen van de minister-president. Hij stond erbij, keek ernaar en liet het gebeuren. Hij leidde deze VVD-campagne, terwijl hij de rechtsstaat had moeten verdedigen. Vandaag moet de Kamer een grens trekken. Zo willen wij niet dat dit land wordt geregeerd en zo gaan wij niet met de rechtsstaat om. Die grens trekt de motie van de heer Segers. Daarom steunt het CDA deze motie van afkeuring.;2015-2016;16-12-2015;tk;handelingen;12 Rapport van de commissie-Oosting;https://zoek.officielebekendmakingen.nl/h-tk-20152016-38-12.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-38-12.xml;nr. 38, item 12;van van haersma buma;Madam President. We had intensive discussions today following the report of the Oosting committee. At the end of this long day, a disturbing image prevails. The Ministry of Security and Justice should be the guardian of the rule of law. From that point of view, that department should be run, but in reality it is run like a VVD party office. It was mainly intended to produce chocolate letters in the newspapers. Everything that stood in the way of that image had to go. Civil servants were blamed, Minister Schippers saw conspiracies everywhere and press releases were even rewritten by Members of Parliament. This all happened under the eyes of the Prime Minister. He stood there, watched it and let it happen. He led this VVD campaign, while he should have defended the rule of law. Today the House must draw a line. This is not how we want this country to be governed and this is not how we deal with the rule of law. Mr Segers' motion draws that line. That is why the CDA supports this motion of censure.;1
h-tk-20152016-65-10;De heer Wassenberg;PvdD;Je zou eraan kunnen denken om de nutsbanken en de banken met wat risicovollere commerciële activiteiten uit elkaar te halen. Dat soort functies zouden niet thuishoren binnen één bank. Je zou eraan kunnen denken om dat van elkaar te onderscheiden.;2015-2016;16-3-2016;tk;handelingen;10 Burgerinitiatief Ons Geld;https://zoek.officielebekendmakingen.nl/h-tk-20152016-65-10.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-65-10.xml;nr. 65, item 10;wassenberg;You could consider splitting up the utility banks and the banks with riskier commercial activities. Those kinds of functions should not belong within one bank. You might think about distinguishing that.;0
h-tk-20152016-110-21;De heer Kuzu;Groep Kuzu/Öztürk;We hebben een Wetboek van Strafrecht: intimidatie en bedreigingen zijn niet toegestaan. Mensen moeten daarop worden aangesproken en daarna worden vervolgd. Hier gaat het echter om het volgende. Deze minister heeft al jarenlang contact met deze organisaties. Hij vraagt ze om de rechtsstaat te onderschrijven, terwijl ze dat allang hebben gedaan. Dat is nou het punt. Zou de minister het gek vinden als die organisaties dan op een gegeven moment zeggen dat zij er geen vertrouwen meer in hebben? Van de organisaties hoor ik dat zij die gesprekken gewoon niet meer serieus nemen. Zij zeggen: ze komen morgen langs, er wordt een doosje met huiswerk meegegeven en vervolgens mogen er weer huiswerkopdrachten worden gemaakt. Wat vindt de minister van dat signaal?;2015-2016;13-9-2016;tk;handelingen;21 Nasleep legercoup in Turkije;https://zoek.officielebekendmakingen.nl/h-tk-20152016-110-21.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-110-21.xml;nr. 110, item 21;kuzu;We have a Criminal Code: intimidation and threats are not allowed. People must be held accountable for this and then prosecuted. However, here's the thing. This minister has been in contact with these organizations for years. He asks them to endorse the rule of law, even though they have already done so. That's the point. Would the minister find it strange if at some point those organizations say that they no longer have confidence in them? I hear from organizations that they simply no longer take these conversations seriously. They say: they will come by tomorrow, a box with homework will be given and then homework assignments can be done again. What does the minister think of that signal?;0
h-tk-20152016-39-25;De heer Omtzigt;CDA;U hebt in het debat gezegd dat die getallen er waren. Wellicht kunt u nog even zoeken om te kijken of u die wel kunt geven in het reces.;2015-2016;17-12-2015;tk;handelingen;25 Verdwijnen van de blauwe envelop;https://zoek.officielebekendmakingen.nl/h-tk-20152016-39-25.html;https://zoek.officielebekendmakingen.nl/h-tk-20152016-39-25.xml;nr. 39, item 25;omtzigt;You said in the debate that those numbers were there. You may want to do some searching to see if you can give it during the recess.;0
